ItemID,year,WeekIdentifier,SalesChannel,Territory,NewBasePrice,TotalInventory,StoreInventory,WarehouseInventory,StockedStorePercentage,SellingStoresRatio,InboundInventory,SalesQuantity,ProjectedInventory,revenues,Category,SubCategory
hQjJxUI52,2018,49,Stores,AXX,12.8,110,93,17,0.557025,0.4972,0,53.0,0,678.4,xF4EZaTy,sldfL1J4
QDTwTYo13,2018,49,Stores,AXX,21.93,43,0,43,0.005,0.08,0,5.0,39,109.65,xF4EZaTy,sldfL1J4
4qXcqDw28,2018,49,E-commerce,AXX,18.43,8,1,7,0.0849,0.0319,0,5.0,0,92.15,4ThiCT_Z,Mm5PoR88
4qXcqDw28,2018,49,Stores,YXX,18.43,15,14,1,0.2407,0.1335,0,13.0,0,239.59,4ThiCT_Z,Mm5PoR88
4qXcqDw28,2018,49,Stores,AXX,18.43,117,98,19,0.8315,0.5807000000000001,0,156.0,0,2875.08,4ThiCT_Z,Mm5PoR88
P4cCzc039,2018,49,E-commerce,AXX,24.82,6,0,6,0.0829,0.0969,0,5.0,0,124.1,HZlnatsW,yo2ZtUyf
P4cCzc039,2018,49,Stores,YXX,24.82,6,1,5,0.008,0.058,0,2.0,0,49.64,HZlnatsW,yo2ZtUyf
P4cCzc039,2018,49,Stores,AXX,24.82,30,12,18,0.2788,0.1043,0,10.0,0,248.2,HZlnatsW,yo2ZtUyf
52EVihM31,2018,49,E-commerce,AXX,22.86,10,3,7,0.0609,0.0789,0,10.0,0,228.6,4ThiCT_Z,Mm5PoR88
52EVihM31,2018,49,Stores,YXX,22.86,18,12,6,0.2195,0.0225,0,11.0,0,251.46,4ThiCT_Z,Mm5PoR88
52EVihM31,2018,49,Stores,AXX,22.86,155,129,26,0.8815999999999999,0.3007999999999999,0,105.0,0,2400.3,4ThiCT_Z,Mm5PoR88
Wya0i2Y45,2018,49,E-commerce,AXX,20.51,5,4,1,0.0189,0.088,0,4.0,0,82.04,HZlnatsW,14iCK1vp
Wya0i2Y45,2018,49,Stores,AXX,20.51,15,5,10,0.2049,0.0159,0,7.0,0,143.57,HZlnatsW,14iCK1vp
nyL0HxM97,2018,49,Stores,YXX,19.76,13,8,5,0.38,0.0664,0,9.0,0,177.84,HZlnatsW,yo2ZtUyf
Gc32oYA87,2018,49,E-commerce,AXX,16.58,9,1,8,0.0189,0.0939,0,3.0,0,49.74,4ThiCT_Z,Mm5PoR88
Gc32oYA87,2018,49,Stores,YXX,17.48,17,14,3,0.3081,0.1863,0,29.0,0,506.92,4ThiCT_Z,Mm5PoR88
S0XbYsU43,2018,49,E-commerce,AXX,22.68,6,2,4,0.0439,0.1019,0,7.0,0,158.76,4ThiCT_Z,WeHSHJQJ
S0XbYsU43,2018,49,Stores,YXX,22.68,5,1,4,0.111,0.0248,0,5.0,0,113.4,4ThiCT_Z,WeHSHJQJ
S0XbYsU43,2018,49,Stores,AXX,22.68,99,40,59,0.8655,0.2219,46,56.0,0,1270.08,4ThiCT_Z,WeHSHJQJ
qkyuBKM89,2018,49,Stores,YXX,15.83,5,3,2,0.1414,0.0334,0,6.0,0,94.98,HZlnatsW,yo2ZtUyf
qkyuBKM89,2018,49,Stores,AXX,18.48,47,17,30,0.7557499999999999,0.3216,3,21.0,0,388.08,HZlnatsW,yo2ZtUyf
Gc32oYA87,2018,49,Stores,AXX,16.58,94,92,2,1.0375,0.9014,0,270.0,0,4476.6,4ThiCT_Z,Mm5PoR88
Omiysc072,2018,50,Stores,AXX,20.38,67,32,35,0.68575,0.1182,18,29.0,0,591.02,HZlnatsW,14iCK1vp
BtTWel079,2018,50,Stores,AXX,15.88,83,79,4,0.9715,0.7533500000000001,0,129.0,0,2048.52,xF4EZaTy,AunzRwr2
BtTWel079,2018,50,Stores,YXX,16.11,7,6,1,0.1538999999999999,0.0882,0,7.0,0,112.77,xF4EZaTy,AunzRwr2
5vfJO0g25,2018,50,Stores,AXX,21.55,18,13,5,0.3401,0.0458999999999999,0,12.0,0,258.6,4ThiCT_Z,WeHSHJQJ
3fb0rJg41,2018,50,E-commerce,AXX,25.5,4,4,0,0.0329,0.0769,0,1.0,0,25.5,HZlnatsW,14iCK1vp
3fb0rJg41,2018,50,Stores,YXX,25.5,6,4,2,0.0342,0.0885,0,5.0,0,127.5,HZlnatsW,14iCK1vp
3fb0rJg41,2018,50,Stores,AXX,25.5,17,17,0,0.573,0.3428,0,22.0,0,561.0,HZlnatsW,14iCK1vp
zRHlAfA74,2018,50,Stores,YXX,19.21,22,19,3,0.2983,0.1152,0,10.0,0,192.1,4ThiCT_Z,Mm5PoR88
ZBeEZhA30,2018,50,Stores,YXX,30.51,7,2,5,0.0848,0.0508,0,3.0,0,91.53,HZlnatsW,yo2ZtUyf
xrhRpgU73,2018,50,Stores,AXX,26.62,16,6,10,0.3212,0.1331999999999999,8,23.0,3,612.26,4ThiCT_Z,WeHSHJQJ
rMSPFRY43,2018,50,E-commerce,AXX,21.38,10,3,7,0.0089,0.0069,0,8.0,0,171.04,bwPDJC3m,xdDed-iG
zRHlAfA74,2018,50,Stores,AXX,22.18,233,95,138,1.0564,0.5031,0,125.0,88,2772.5,4ThiCT_Z,Mm5PoR88
rMSPFRY43,2018,50,Stores,AXX,16.38,21,11,10,0.2006,0.0944,5,13.0,0,212.94,bwPDJC3m,xdDed-iG
ZBeEZhA30,2018,50,E-commerce,AXX,30.51,11,0,11,0.0699,0.0309,0,6.0,0,183.06,HZlnatsW,yo2ZtUyf
ZBeEZhA30,2018,50,Stores,AXX,30.51,57,57,0,0.7025499999999999,0.241,0,38.0,0,1159.38,HZlnatsW,yo2ZtUyf
xrhRpgU73,2018,50,E-commerce,AXX,26.62,6,2,4,0.0769,0.0829,0,3.0,0,79.86,4ThiCT_Z,WeHSHJQJ
yYAY5pI85,2018,50,E-commerce,AXX,19.08,4,1,3,0.0319,0.0089,0,7.0,0,133.56,HZlnatsW,yo2ZtUyf
yYAY5pI85,2018,50,Stores,YXX,24.33,8,5,3,0.246,0.0568999999999999,0,5.0,0,121.65,HZlnatsW,yo2ZtUyf
yYAY5pI85,2018,50,Stores,AXX,25.08,105,18,87,0.8477,0.4738,0,19.0,40,476.52,HZlnatsW,yo2ZtUyf
j7pEj5Q10,2018,50,Stores,YXX,25.23,8,2,6,0.1118,0.0357,0,8.0,0,201.84,bwPDJC3m,xdDed-iG
j7pEj5Q10,2018,50,Stores,AXX,25.23,42,32,10,0.8829,0.1763,6,52.0,0,1311.96,bwPDJC3m,xdDed-iG
KmDY-V888,2018,50,E-commerce,AXX,16.58,9,0,9,0.0579,0.0769,0,8.0,0,132.64,4ThiCT_Z,Mm5PoR88
KmDY-V888,2018,50,Stores,YXX,16.48,10,7,3,0.0863,0.0938,0,3.0,0,49.44,4ThiCT_Z,Mm5PoR88
KmDY-V888,2018,50,Stores,AXX,16.58,60,39,21,0.8763000000000001,0.0816,0,23.0,0,381.34,4ThiCT_Z,Mm5PoR88
HQj3Vyg67,2018,50,Stores,YXX,18.16,5,1,4,0.0829,0.1009,0,2.0,0,36.32,xF4EZaTy,AunzRwr2
HQj3Vyg67,2018,50,Stores,AXX,16.03,37,34,3,0.636,0.3398,0,64.0,0,1025.92,xF4EZaTy,AunzRwr2
4pI2GV416,2018,50,E-commerce,AXX,16.26,6,0,6,0.0429,0.0089,0,8.0,0,130.08,xF4EZaTy,AunzRwr2
4pI2GV416,2018,50,Stores,AXX,16.26,67,39,28,0.5892000000000001,0.2325999999999999,0,48.0,0,780.48,xF4EZaTy,AunzRwr2
4pI2GV416,2018,50,Stores,YXX,16.26,5,5,0,0.0713,0.0479,0,5.0,0,81.3,xF4EZaTy,AunzRwr2
5vfJO0g25,2018,50,Stores,YXX,21.55,5,0,5,0.011,0.042,0,3.0,0,64.65,4ThiCT_Z,WeHSHJQJ
l22Ls0Q17,2018,50,E-commerce,AXX,27.14,9,4,5,0.0209,0.0859,0,7.0,0,189.98,HZlnatsW,yo2ZtUyf
l22Ls0Q17,2018,50,Stores,AXX,27.14,16,13,3,0.2865999999999999,0.0389,2,9.0,0,244.26,HZlnatsW,yo2ZtUyf
5vfJO0g25,2018,50,E-commerce,AXX,21.55,8,3,5,0.0329,0.0929,0,4.0,0,86.2,4ThiCT_Z,WeHSHJQJ
9n_f9g417,2018,50,E-commerce,AXX,24.56,4,2,2,0.0079,0.0839,0,4.0,0,98.24,bwPDJC3m,xdDed-iG
9n_f9g417,2018,50,Stores,YXX,24.56,7,5,2,0.0448,0.0668,0,7.0,0,171.92,bwPDJC3m,xdDed-iG
9n_f9g417,2018,50,Stores,AXX,24.56,18,15,3,0.8166,0.0943,0,23.0,0,564.88,bwPDJC3m,xdDed-iG
0buNITk59,2018,50,E-commerce,AXX,25.16,5,2,3,0.0929,0.0809,0,5.0,0,125.8,xF4EZaTy,UIpuKoxR
0buNITk59,2018,50,Stores,YXX,25.16,7,3,4,0.2138,0.0574,0,4.0,0,100.64,xF4EZaTy,UIpuKoxR
0buNITk59,2018,50,Stores,AXX,25.16,28,23,5,0.74165,0.3359,0,40.0,0,1006.4,xF4EZaTy,UIpuKoxR
E-x_2EA52,2018,50,E-commerce,AXX,14.23,8,2,6,0.0589,0.0709,0,8.0,0,113.84,xF4EZaTy,sldfL1J4
E-x_2EA52,2018,50,Stores,YXX,16.91,18,15,3,0.3256,0.1317,0,17.0,0,287.47,xF4EZaTy,sldfL1J4
E-x_2EA52,2018,50,Stores,AXX,15.23,230,120,110,0.5671,0.7104,-1,130.0,98,1979.9,xF4EZaTy,sldfL1J4
0xsTgc810,2018,50,Stores,AXX,22.69,24,14,10,0.2765,0.133,0,23.0,0,521.87,bwPDJC3m,xdDed-iG
He0fYYc63,2018,50,Stores,YXX,24.08,4,4,0,0.069,0.0388,0,3.0,0,72.24,HZlnatsW,yo2ZtUyf
He0fYYc63,2018,50,Stores,AXX,20.28,38,8,30,0.7379,0.4047,0,17.0,0,344.76,HZlnatsW,yo2ZtUyf
iSYSVeg53,2018,50,E-commerce,AXX,17.84,9,1,8,0.0739,0.0409,0,8.0,0,142.72,xF4EZaTy,sldfL1J4
iSYSVeg53,2018,50,Stores,YXX,17.84,7,6,1,0.1388,0.0852,0,11.0,0,196.24,xF4EZaTy,sldfL1J4
iSYSVeg53,2018,50,Stores,AXX,17.84,122,50,72,0.68525,0.2271999999999999,0,43.0,0,767.12,xF4EZaTy,sldfL1J4
aDUQ3Mw67,2018,50,E-commerce,AXX,17.88,6,4,2,0.0809,0.0429,0,4.0,0,71.52,xF4EZaTy,AunzRwr2
aDUQ3Mw67,2018,50,Stores,YXX,11.11,10,6,4,0.1002,0.1048,0,7.0,0,77.77,xF4EZaTy,AunzRwr2
aDUQ3Mw67,2018,50,Stores,AXX,13.88,82,78,4,0.9329,0.8463,2,221.0,0,3067.48,xF4EZaTy,AunzRwr2
R1lZ3Mw17,2018,50,E-commerce,AXX,16.96,9,2,7,0.0969,0.0569,0,5.0,0,84.8,bwPDJC3m,xdDed-iG
R1lZ3Mw17,2018,50,Stores,YXX,16.96,4,1,3,0.082,0.0549,0,5.0,0,84.8,bwPDJC3m,xdDed-iG
R1lZ3Mw17,2018,50,Stores,AXX,16.96,156,95,61,0.7883,0.1607,9,36.0,0,610.56,bwPDJC3m,xdDed-iG
N36Uec837,2018,50,E-commerce,AXX,21.35,9,3,6,0.1029,0.0519,0,2.0,0,42.7,HZlnatsW,14iCK1vp
N36Uec837,2018,50,Stores,AXX,21.35,15,8,7,0.1981,0.1105,0,5.0,0,106.75,HZlnatsW,14iCK1vp
b1gjvDw99,2018,50,E-commerce,AXX,15.37,5,3,2,0.1039,0.0459,0,4.0,0,61.48,HZlnatsW,14iCK1vp
b1gjvDw99,2018,50,Stores,YXX,15.37,4,4,0,0.1245,0.055,0,1.0,0,15.37,HZlnatsW,14iCK1vp
b1gjvDw99,2018,50,Stores,AXX,15.37,30,29,1,0.5498500000000001,0.0518,0,8.0,0,122.96,HZlnatsW,14iCK1vp
ZYjRHes44,2018,50,Stores,YXX,13.91,6,1,5,0.041,0.056,0,2.0,0,27.82,xF4EZaTy,AunzRwr2
ZYjRHes44,2018,50,Stores,AXX,17.23,244,23,221,0.13788,0.1679,0,18.0,0,310.14,xF4EZaTy,AunzRwr2
-llsbwE15,2018,50,E-commerce,AXX,14.79,7,3,4,0.0159,0.0349,0,5.0,0,73.95,4ThiCT_Z,Mm5PoR88
-llsbwE15,2018,50,Stores,YXX,14.79,5,1,4,0.095,0.059,0,1.0,0,14.79,4ThiCT_Z,Mm5PoR88
-llsbwE15,2018,50,Stores,AXX,14.79,33,17,16,0.3228,0.1388,0,23.0,0,340.17,4ThiCT_Z,Mm5PoR88
Y__4RRM95,2018,50,E-commerce,AXX,20.78,8,4,4,0.0849,0.1029,0,7.0,0,145.46,bwPDJC3m,xdDed-iG
Y__4RRM95,2018,50,Stores,YXX,20.78,5,3,2,0.086,0.024,0,1.0,0,20.78,bwPDJC3m,xdDed-iG
Y__4RRM95,2018,50,Stores,AXX,20.78,19,13,6,0.2623,0.1018,0,12.0,0,249.36,bwPDJC3m,xdDed-iG
pKAOJM066,2018,50,E-commerce,AXX,20.48,10,1,9,0.1039,0.0959,0,1.0,0,20.48,xF4EZaTy,AunzRwr2
pKAOJM066,2018,50,Stores,YXX,20.48,6,5,1,0.1144,0.1023,0,9.0,0,184.32,xF4EZaTy,AunzRwr2
pKAOJM066,2018,50,Stores,AXX,20.48,122,77,45,0.74435,0.5774,0,117.0,0,2396.16,xF4EZaTy,AunzRwr2
4uO4Noo46,2018,50,Stores,YXX,21.16,38,34,4,0.3998,0.1181,0,33.0,0,698.28,xF4EZaTy,AunzRwr2
4uO4Noo46,2018,50,Stores,AXX,20.03,216,198,18,0.59785,0.6957,0,286.0,0,5728.58,xF4EZaTy,AunzRwr2
1vQAOjw65,2018,50,Stores,AXX,22.38,26,3,23,0.033,0.005,0,3.0,23,67.14,4ThiCT_Z,Mm5PoR88
h4NaW1c90,2018,50,E-commerce,AXX,20.21,7,3,4,0.0529,0.0169,0,3.0,0,60.63,xF4EZaTy,AunzRwr2
h4NaW1c90,2018,50,Stores,YXX,20.21,6,3,3,0.0776,0.0273,0,8.0,0,161.68,xF4EZaTy,AunzRwr2
h4NaW1c90,2018,50,Stores,AXX,20.21,145,109,36,0.7001000000000001,0.6284000000000001,0,119.0,0,2404.99,xF4EZaTy,AunzRwr2
kNpVu2o59,2018,50,Stores,YXX,22.75,8,5,3,0.1281,0.0948,0,6.0,0,136.5,bwPDJC3m,xdDed-iG
kNpVu2o59,2018,50,Stores,AXX,22.75,34,31,3,0.9154,0.2137,0,29.0,0,659.75,bwPDJC3m,xdDed-iG
EgIEZXA67,2018,50,E-commerce,AXX,19.68,9,0,9,0.0769,0.0869,0,4.0,0,78.72,xF4EZaTy,AunzRwr2
EgIEZXA67,2018,50,Stores,YXX,14.36,5,1,4,0.047,0.017,0,4.0,0,57.44,xF4EZaTy,AunzRwr2
EgIEZXA67,2018,50,Stores,AXX,19.68,47,13,34,0.3032,0.0905,6,14.0,29,275.52,xF4EZaTy,AunzRwr2
kNpVu2o59,2018,50,E-commerce,AXX,22.75,3,2,1,0.0479,0.093,0,6.0,0,136.5,bwPDJC3m,xdDed-iG
jSRsndg33,2018,50,E-commerce,AXX,15.91,6,0,6,0.0999,0.0169,0,2.0,0,31.82,bwPDJC3m,xdDed-iG
jSRsndg33,2018,50,Stores,AXX,15.91,28,19,9,0.4552,0.1406,0,15.0,0,238.65,bwPDJC3m,xdDed-iG
Nu2F6bg89,2018,50,Stores,AXX,22.72,107,50,57,0.7050500000000001,0.2502,6,41.0,37,931.52,bwPDJC3m,xdDed-iG
9o87bMc84,2018,50,Stores,YXX,12.91,10,4,6,0.3516,0.0862,0,6.0,0,77.46,HZlnatsW,yo2ZtUyf
9o87bMc84,2018,50,Stores,AXX,17.23,63,31,32,1.01475,0.3102999999999999,0,23.0,0,396.29,HZlnatsW,yo2ZtUyf
CzbHWb461,2018,50,Stores,YXX,20.08,13,6,7,0.3407,0.0664,0,10.0,0,200.8,xF4EZaTy,UIpuKoxR
CzbHWb461,2018,50,Stores,AXX,23.28,87,59,28,1.00195,0.6718,0,93.0,0,2165.04,xF4EZaTy,UIpuKoxR
Nu2F6bg89,2018,50,E-commerce,AXX,22.72,5,3,2,0.0529,0.0779,0,4.0,0,90.88,bwPDJC3m,xdDed-iG
m_A-vaw98,2018,50,Stores,AXX,20.2,13,7,6,0.3865,0.1935,0,9.0,0,181.8,HZlnatsW,yo2ZtUyf
SosBsUY69,2018,50,E-commerce,AXX,13.25,5,3,2,0.0299,0.0949,0,5.0,0,66.25,HZlnatsW,14iCK1vp
SosBsUY69,2018,50,Stores,YXX,13.25,4,1,3,0.0402,0.027,0,1.0,0,13.25,HZlnatsW,14iCK1vp
SosBsUY69,2018,50,Stores,AXX,13.25,24,21,3,0.7511,0.0453,0,6.0,0,79.5,HZlnatsW,14iCK1vp
oZKoYOU30,2018,50,Stores,YXX,24.76,6,3,3,0.2746,0.1568999999999999,0,6.0,0,148.56,HZlnatsW,yo2ZtUyf
oZKoYOU30,2018,50,Stores,AXX,16.73,69,17,52,0.96965,0.9,21,37.0,0,619.01,HZlnatsW,yo2ZtUyf
4zWM5-Y47,2018,50,E-commerce,AXX,17.39,5,3,2,0.0639,0.0379,0,4.0,0,69.56,4ThiCT_Z,Mm5PoR88
4zWM5-Y47,2018,50,Stores,AXX,17.39,19,16,3,0.3076,0.152,11,18.0,0,313.02,4ThiCT_Z,Mm5PoR88
KNES7f426,2018,50,E-commerce,AXX,14.29,8,3,5,0.0899,0.0729,0,6.0,0,85.74,bwPDJC3m,xdDed-iG
KNES7f426,2018,50,Stores,YXX,14.29,7,5,2,0.2007999999999999,0.0263,0,10.0,0,142.9,bwPDJC3m,xdDed-iG
KNES7f426,2018,50,Stores,AXX,14.29,39,38,1,0.5789,0.3087,0,58.0,0,828.82,bwPDJC3m,xdDed-iG
_A664_412,2018,50,E-commerce,AXX,24.19,15,2,13,0.0849,0.0999,0,8.0,0,193.52,H80alU8y,qE16z6jO
_A664_412,2018,50,Stores,YXX,24.19,15,9,6,0.2052999999999999,0.0944,0,6.0,0,145.14,H80alU8y,qE16z6jO
_A664_412,2018,50,Stores,AXX,24.19,100,95,5,0.85595,0.4323,9,75.0,0,1814.25,H80alU8y,qE16z6jO
KUEImIQ21,2018,50,Stores,AXX,20.36,27,21,6,0.6600999999999999,0.1172999999999999,0,24.0,0,488.64,xF4EZaTy,sldfL1J4
X-_5Zeo12,2018,50,Stores,AXX,24.3,38,16,22,0.483,0.1532,11,19.0,0,461.7,4ThiCT_Z,Mm5PoR88
X-_5Zeo12,2018,50,Stores,YXX,24.3,7,1,6,0.051,0.0489,0,6.0,0,145.8,4ThiCT_Z,Mm5PoR88
NWpKkFc27,2018,50,E-commerce,AXX,17.38,11,2,9,0.1009,0.0369,0,4.0,0,69.52,4ThiCT_Z,Mm5PoR88
NWpKkFc27,2018,50,Stores,YXX,19.96,21,20,1,0.381,0.0361,0,15.0,0,299.4,4ThiCT_Z,Mm5PoR88
NWpKkFc27,2018,50,Stores,AXX,21.38,146,144,2,0.53405,0.4949,0,137.0,0,2929.06,4ThiCT_Z,Mm5PoR88
VDFm0X892,2018,50,Stores,YXX,12.46,19,18,1,0.3172999999999999,0.0928,0,21.0,0,261.66,xF4EZaTy,AunzRwr2
VDFm0X892,2018,50,Stores,AXX,15.01,594,125,469,1.05805,0.8290000000000001,0,260.0,463,3902.6,xF4EZaTy,AunzRwr2
m_A-vaw98,2018,50,Stores,YXX,20.2,5,3,2,0.045,0.0078,0,3.0,0,60.6,HZlnatsW,yo2ZtUyf
UWXxcgg12,2018,50,E-commerce,AXX,12.23,5,4,1,0.0179,0.0359,0,7.0,0,85.61,xF4EZaTy,sldfL1J4
UWXxcgg12,2018,50,Stores,AXX,13.23,44,34,10,0.8892,0.2807,0,23.0,0,304.29,xF4EZaTy,sldfL1J4
Wxxywwg72,2018,50,E-commerce,AXX,20.66,7,0,7,0.0429,0.0979,0,7.0,0,144.62,bwPDJC3m,xdDed-iG
Wxxywwg72,2018,50,Stores,YXX,20.66,8,5,3,0.1076,0.0393,0,7.0,0,144.62,bwPDJC3m,xdDed-iG
Wxxywwg72,2018,50,Stores,AXX,20.66,81,51,30,0.69435,0.2635,0,66.0,0,1363.56,bwPDJC3m,xdDed-iG
X-_5Zeo12,2018,50,E-commerce,AXX,24.3,10,2,8,0.1019,0.0339,0,3.0,0,72.9,4ThiCT_Z,Mm5PoR88
UWXxcgg12,2018,50,Stores,YXX,14.91,4,3,1,0.1161,0.1009,0,3.0,0,44.73,xF4EZaTy,sldfL1J4
m_A-vaw98,2018,50,E-commerce,AXX,20.2,4,1,3,0.0469,0.1039,0,6.0,0,121.2,HZlnatsW,yo2ZtUyf
o1xNODo70,2018,50,E-commerce,AXX,17.95,11,3,8,0.0379,0.0649,0,7.0,0,125.65,xF4EZaTy,AunzRwr2
o1xNODo70,2018,50,Stores,YXX,17.95,5,4,1,0.1235,0.0899,0,8.0,0,143.6,xF4EZaTy,AunzRwr2
o1xNODo70,2018,50,Stores,AXX,17.95,46,43,3,0.7989,0.201,0,40.0,0,718.0,xF4EZaTy,AunzRwr2
s86mqGM55,2018,50,E-commerce,AXX,21.42,5,1,4,0.0359,0.0999,0,5.0,0,107.1,bwPDJC3m,xdDed-iG
s86mqGM55,2018,50,Stores,YXX,21.42,8,5,3,0.1823,0.1078,0,12.0,0,257.04,bwPDJC3m,xdDed-iG
s86mqGM55,2018,50,Stores,AXX,21.42,96,73,23,0.7866,0.5569000000000001,0,126.0,0,2698.92,bwPDJC3m,xdDed-iG
97LHMGQ83,2018,50,Stores,YXX,20.11,8,7,1,0.1392,0.0805,0,10.0,0,201.1,H80alU8y,qE16z6jO
97LHMGQ83,2018,50,Stores,AXX,20.11,65,30,35,0.8793000000000001,0.2381,0,60.0,0,1206.6,H80alU8y,qE16z6jO
7J5CXrU28,2018,50,E-commerce,AXX,24.86,6,4,2,0.0199,0.0899,0,8.0,0,198.88,xF4EZaTy,AunzRwr2
7J5CXrU28,2018,50,Stores,AXX,24.86,29,11,18,0.3823,0.116,0,9.0,0,223.74,xF4EZaTy,AunzRwr2
KrTM96w51,2018,50,Stores,AXX,19.28,122,50,72,0.70035,0.3526,10,62.0,65,1195.36,4ThiCT_Z,Mm5PoR88
OqBDsac45,2018,50,E-commerce,AXX,20.98,9,0,9,0.0128999999999999,0.0829,0,6.0,0,125.88,4ThiCT_Z,Mm5PoR88
OqBDsac45,2018,50,Stores,YXX,20.98,8,5,3,0.2584,0.1205,0,13.0,0,272.74,4ThiCT_Z,Mm5PoR88
OqBDsac45,2018,50,Stores,AXX,20.98,54,50,4,0.82535,0.5987,0,151.0,0,3167.98,4ThiCT_Z,Mm5PoR88
KrTM96w51,2018,50,E-commerce,AXX,21.28,12,4,8,0.0789,0.0359,0,7.0,0,148.96,4ThiCT_Z,Mm5PoR88
KrTM96w51,2018,50,Stores,YXX,24.08,9,9,0,0.1576,0.0255,0,8.0,0,192.64,4ThiCT_Z,Mm5PoR88
jSRsndg33,2018,50,Stores,YXX,15.91,8,1,7,0.0895,0.082,0,5.0,0,79.55,bwPDJC3m,xdDed-iG
TNoPm4w52,2018,50,Stores,YXX,21.59,12,7,5,0.2007999999999999,0.1018,0,10.0,0,215.9,4ThiCT_Z,Mm5PoR88
grcWcmA91,2018,50,E-commerce,AXX,21.09,8,3,5,0.0419,0.0229,0,2.0,0,42.18,HZlnatsW,14iCK1vp
grcWcmA91,2018,50,Stores,YXX,21.09,7,4,3,0.1462999999999999,0.0728,0,3.0,0,63.27,HZlnatsW,14iCK1vp
grcWcmA91,2018,50,Stores,AXX,21.09,29,29,0,0.57055,0.1172999999999999,0,16.0,0,337.44,HZlnatsW,14iCK1vp
UvtEpOI58,2018,50,E-commerce,AXX,17.89,5,4,1,0.0989,0.0309,0,3.0,0,53.67,HZlnatsW,14iCK1vp
UvtEpOI58,2018,50,Stores,YXX,17.89,7,4,3,0.0963,0.0859,0,5.0,0,89.45,HZlnatsW,14iCK1vp
UvtEpOI58,2018,50,Stores,AXX,17.89,66,64,2,0.6826500000000001,0.1735,7,19.0,0,339.91,HZlnatsW,14iCK1vp
Xb6gby878,2018,50,Stores,AXX,22.5,33,17,16,0.2915,0.115,3,10.0,0,225.0,xF4EZaTy,sldfL1J4
TNoPm4w52,2018,50,Stores,AXX,21.59,133,111,22,0.78235,0.2316,8,103.0,0,2223.77,4ThiCT_Z,Mm5PoR88
xWuIFzs92,2018,50,E-commerce,AXX,22.14,8,1,7,0.0619,0.0329,0,4.0,0,88.56,bwPDJC3m,xdDed-iG
xWuIFzs92,2018,50,Stores,YXX,22.14,7,3,4,0.1268,0.0398,0,4.0,0,88.56,bwPDJC3m,xdDed-iG
xWuIFzs92,2018,50,Stores,AXX,22.14,66,56,10,0.5835,0.1447999999999999,0,50.0,4,1107.0,bwPDJC3m,xdDed-iG
TNoPm4w52,2018,50,E-commerce,AXX,21.59,7,1,6,0.0229,0.0999,0,9.0,0,194.31,4ThiCT_Z,Mm5PoR88
Sp6FmlM84,2018,50,Stores,AXX,14.01,1040,142,898,0.7051999999999999,0.6549,0,144.0,768,2017.44,xF4EZaTy,AunzRwr2
Xq3xDE495,2018,50,E-commerce,AXX,24.65,6,4,2,0.0039,0.0419,0,8.0,0,197.2,HZlnatsW,14iCK1vp
Xq3xDE495,2018,50,Stores,YXX,24.65,17,12,5,0.315,0.0592,0,10.0,0,246.5,HZlnatsW,14iCK1vp
Xq3xDE495,2018,50,Stores,AXX,24.65,134,95,39,0.99605,0.2525,0,48.0,0,1183.2,HZlnatsW,14iCK1vp
tRyeRGg12,2018,50,Stores,YXX,14.91,18,16,2,0.2812,0.0462,0,10.0,0,149.1,4ThiCT_Z,Mm5PoR88
tRyeRGg12,2018,50,Stores,AXX,19.23,83,76,7,1.03865,0.366,-1,55.0,0,1057.65,4ThiCT_Z,Mm5PoR88
Xb6gby878,2018,50,E-commerce,AXX,22.5,7,4,3,0.0499,0.0439,0,6.0,0,135.0,xF4EZaTy,sldfL1J4
Sp6FmlM84,2018,50,Stores,YXX,13.46,20,20,0,0.3434,0.1324,0,12.0,0,161.52,xF4EZaTy,AunzRwr2
KgZOD-E16,2018,50,Stores,YXX,24.68,6,4,2,0.1061999999999999,0.0119,0,2.0,0,49.36,HZlnatsW,OzTP0IWS
Qb2HtMQ94,2018,50,Stores,AXX,14.23,126,48,78,0.71075,0.6736000000000001,0,79.0,38,1124.17,HZlnatsW,yo2ZtUyf
GfgvS-U47,2018,50,E-commerce,AXX,20.87,8,2,6,0.0059,0.0119,0,6.0,0,125.22,HZlnatsW,OzTP0IWS
GfgvS-U47,2018,50,Stores,YXX,20.87,6,1,5,0.1291,0.0599,0,4.0,0,83.48,HZlnatsW,OzTP0IWS
GfgvS-U47,2018,50,Stores,AXX,20.87,39,22,17,0.6839,0.087,7,21.0,21,438.27,HZlnatsW,OzTP0IWS
j24Yqy859,2018,50,Stores,YXX,20.86,12,9,3,0.1824,0.0594,0,7.0,0,146.02,4ThiCT_Z,Mm5PoR88
j24Yqy859,2018,50,Stores,AXX,20.86,103,65,38,0.73105,0.2345999999999999,0,40.0,9,834.4,4ThiCT_Z,Mm5PoR88
Qb2HtMQ94,2018,50,Stores,YXX,18.91,9,4,5,0.1301,0.0324,0,4.0,0,75.64,HZlnatsW,yo2ZtUyf
Qb2HtMQ94,2018,50,E-commerce,AXX,14.23,8,3,5,0.0949,0.0759,0,5.0,0,71.15,HZlnatsW,yo2ZtUyf
atQzzDA63,2018,50,Stores,AXX,25.5,15,8,7,0.2471,0.1201,0,20.0,0,510.0,4ThiCT_Z,WeHSHJQJ
